Sun Jun 10 02:35:46 2018

   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command
     459573.8        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459582.7        8.9             BSC_getdirentries64           5                204f6000         1000             204b1840          1597ee            2  go
     459591.9        9.1(9.1)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459593.1        1.3             BSC_getdirentries64           5                204f6000         1000             204b1840          1597ee            2  go
     459598.1        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459598.9        0.8             BSC_close                     5                204f6000         1000             204b1840          1597ee            2  go
     459601.5        2.6(2.6)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459605.0        3.5             BSC_open                      2024d080         1000000          0                204b1840          1597ee            2  go
     459612.3        7.3(7.3)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459613.5        1.2             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459614.7        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459616.6        1.9             BSC_getdirentries64           5                204f7000         1000             204b1840          1597ee            2  go
     459625.8        9.2(9.2)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459627.0        1.2             BSC_getdirentries64           5                204f7000         1000             204b1840          1597ee            2  go
     459632.0        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459632.8        0.8             BSC_close                     5                204f7000         1000             204b1840          1597ee            2  go
     459635.2        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459638.4        3.3             BSC_open                      2024d0e0         1000000          0                204b1840          1597ee            2  go
     459645.1        6.6(6.6)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459646.1        1.0             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459647.3        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459657.9       10.6             BSC_getdirentries64           5                202c2000         1000             204b1840          1597ee            2  go
     459667.1        9.2(9.2)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459668.3        1.3             BSC_getdirentries64           5                202c2000         1000             204b1840          1597ee            2  go
     459673.3        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459674.2        0.8             BSC_close                     5                202c2000         1000             204b1840          1597ee            2  go
     459676.6        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459680.4        3.7             BSC_open                      2024d140         1000000          0                204b1840          1597ee            2  go
     459687.6        7.2(7.2)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459688.7        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459690.0        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459691.9        1.9             BSC_getdirentries64           5                202c3000         1000             204b1840          1597ee            2  go
     459700.9        9.0(9.0)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459702.1        1.2             BSC_getdirentries64           5                202c3000         1000             204b1840          1597ee            2  go
     459707.0        4.8(4.8)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459707.8        0.8             BSC_close                     5                202c3000         1000             204b1840          1597ee            2  go
     459710.2        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459713.4        3.2             BSC_open                      2024d1a0         1000000          0                204b1840          1597ee            2  go
     459719.9        6.5(6.5)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459720.9        1.0             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459722.1        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459742.2       20.1             BSC_getdirentries64           5                20450000         1000             204b1840          1597ee            2  go
     459751.5        9.2(9.2)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459752.8        1.3             BSC_getdirentries64           5                20450000         1000             204b1840          1597ee            2  go
     459757.8        5.1(5.1)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459758.7        0.8             BSC_close                     5                20450000         1000             204b1840          1597ee            2  go


Number of microsecs since in last page    244.3
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

     459761.3        2.6(2.6)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459764.9        3.6             BSC_open                      2024d200         1000000          0                204b1840          1597ee            2  go
     459772.3        7.4(7.4)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459773.5        1.2             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459774.6        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459776.6        1.9             BSC_getdirentries64           5                20451000         1000             204b1840          1597ee            2  go
     459785.3        8.8(8.8)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459786.5        1.2             BSC_getdirentries64           5                20451000         1000             204b1840          1597ee            2  go
     459791.5        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459792.3        0.8             BSC_close                     5                20451000         1000             204b1840          1597ee            2  go
     459794.7        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459797.8        3.1             BSC_open                      2024d260         1000000          0                204b1840          1597ee            2  go
     459804.3        6.5(6.5)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459805.4        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459806.4        1.1(1.1)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459816.9       10.5             BSC_getdirentries64           5                2032a000         1000             204b1840          1597ee            2  go
     459825.8        8.9(8.9)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459827.1        1.3             BSC_getdirentries64           5                2032a000         1000             204b1840          1597ee            2  go
     459832.0        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459832.8        0.8             BSC_close                     5                2032a000         1000             204b1840          1597ee            2  go
     459835.3        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459838.7        3.4             BSC_open                      2024d2c0         1000000          0                204b1840          1597ee            2  go
     459845.7        7.0(7.0)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459846.8        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459848.1        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459849.9        1.9             BSC_getdirentries64           5                2032b000         1000             204b1840          1597ee            2  go
     459858.9        9.0(9.0)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459860.2        1.2             BSC_getdirentries64           5                2032b000         1000             204b1840          1597ee            2  go
     459865.2        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459866.0        0.8             BSC_close                     5                2032b000         1000             204b1840          1597ee            2  go
     459868.4        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459871.7        3.3             BSC_open                      2024d320         1000000          0                204b1840          1597ee            2  go
     459878.2        6.5(6.5)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459879.3        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459880.5        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459888.0        7.6             BSC_getdirentries64           5                2032c000         1000             204b1840          1597ee            2  go
     459897.1        9.1(9.1)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459898.4        1.3             BSC_getdirentries64           5                2032c000         1000             204b1840          1597ee            2  go
     459903.3        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459904.1        0.8             BSC_close                     5                2032c000         1000             204b1840          1597ee            2  go
     459906.7        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459910.0        3.4             BSC_open                      2024d380         1000000          0                204b1840          1597ee            2  go
     459917.0        7.0(7.0)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459918.1        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459919.3        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459921.2        1.8             BSC_getdirentries64           5                2032d000         1000             204b1840          1597ee            2  go
     459929.9        8.7(8.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459931.1        1.1             BSC_getdirentries64           5                2032d000         1000             204b1840          1597ee            2  go
     459936.1        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459936.8        0.8             BSC_close                     5                2032d000         1000             204b1840          1597ee            2  go
     459939.2        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459942.4        3.3             BSC_open                      2024d3e0         1000000          0                204b1840          1597ee            2  go
     459948.9        6.4(6.4)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459950.0        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     459951.1        1.1(1.1)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459958.8        7.7             BSC_getdirentries64           5                20324000         1000             204b1840          1597ee            2  go
     459967.9        9.1(9.1)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     459969.1        1.2             BSC_getdirentries64           5                20324000         1000             204b1840          1597ee            2  go
     459974.1        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     459975.0        0.8             BSC_close                     5                20324000         1000             204b1840          1597ee            2  go
     459977.5        2.6(2.6)        BSC_close                     0                0                0                3f42              1597ee            2  go
     459981.0        3.4             BSC_open                      2024d440         1000000          0                204b1840          1597ee            2  go
     459987.7        6.7(6.7)        BSC_open                      0                5                0                3f42              1597ee            2  go
     459988.9        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go


Number of microsecs since in last page    228.8
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

     459990.1        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     459991.9        1.8             BSC_getdirentries64           5                20325000         1000             204b1840          1597ee            2  go
     460000.8        8.9(8.9)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460002.0        1.2             BSC_getdirentries64           5                20325000         1000             204b1840          1597ee            2  go
     460007.0        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460007.8        0.8             BSC_close                     5                20325000         1000             204b1840          1597ee            2  go
     460010.2        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460013.4        3.2             BSC_open                      2024d4a0         1000000          0                204b1840          1597ee            2  go
     460019.9        6.5(6.5)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460021.0        1.0             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460022.1        1.1(1.1)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460029.3        7.2             BSC_getdirentries64           5                20326000         1000             204b1840          1597ee            2  go
     460038.1        8.9(8.9)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460039.4        1.2             BSC_getdirentries64           5                20326000         1000             204b1840          1597ee            2  go
     460044.3        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460045.2        0.8             BSC_close                     5                20326000         1000             204b1840          1597ee            2  go
     460047.7        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460051.0        3.4             BSC_open                      2024d500         1000000          0                204b1840          1597ee            2  go
     460057.8        6.8(6.8)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460059.0        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460060.2        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460072.4       12.1             BSC_getdirentries64           5                20327000         1000             204b1840          1597ee            2  go
     460081.3        9.0(9.0)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460082.5        1.2             BSC_getdirentries64           5                20327000         1000             204b1840          1597ee            2  go
     460087.6        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460088.4        0.8             BSC_close                     5                20327000         1000             204b1840          1597ee            2  go
     460090.8        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460094.3        3.5             BSC_open                      2024d560         1000000          0                204b1840          1597ee            2  go
     460101.2        6.9(6.9)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460102.4        1.2             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460103.6        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460112.8        9.2             BSC_getdirentries64           5                202d8000         1000             204b1840          1597ee            2  go
     460122.0        9.2(9.2)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460123.2        1.3             BSC_getdirentries64           5                202d8000         1000             204b1840          1597ee            2  go
     460128.3        5.1(5.1)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460129.2        0.8             BSC_close                     5                202d8000         1000             204b1840          1597ee            2  go
     460131.6        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460135.2        3.5             BSC_open                      2024d5c0         1000000          0                204b1840          1597ee            2  go
     460142.0        6.8(6.8)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460143.1        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460144.3        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460148.9        4.6             BSC_getdirentries64           5                202d9000         1000             204b1840          1597ee            2  go
     460157.5        8.6(8.6)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460158.7        1.2             BSC_getdirentries64           5                202d9000         1000             204b1840          1597ee            2  go
     460163.6        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460164.4        0.8             BSC_close                     5                202d9000         1000             204b1840          1597ee            2  go
     460166.8        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460170.1        3.3             BSC_open                      2024d620         1000000          0                204b1840          1597ee            2  go
     460176.8        6.7(6.7)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460177.9        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460179.1        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460186.0        6.9             BSC_getdirentries64           5                202da000         1000             204b1840          1597ee            2  go
     460195.1        9.1(9.1)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460196.3        1.2             BSC_getdirentries64           5                202da000         1000             204b1840          1597ee            2  go
     460201.2        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460202.0        0.8             BSC_close                     5                202da000         1000             204b1840          1597ee            2  go
     460204.5        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460207.8        3.3             BSC_open                      2024d680         1000000          0                204b1840          1597ee            2  go
     460214.7        6.9(6.9)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460218.0        3.3             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460219.3        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460221.4        2.0             BSC_getdirentries64           5                202db000         1000             204b1840          1597ee            2  go
     460230.1        8.7(8.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460231.3        1.2             BSC_getdirentries64           5                202db000         1000             204b1840          1597ee            2  go


Number of microsecs since in last page    246.2
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

     460236.3        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460237.1        0.9             BSC_close                     5                202db000         1000             204b1840          1597ee            2  go
     460239.5        2.4(2.4)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460242.8        3.2             BSC_open                      2024d6e0         1000000          0                204b1840          1597ee            2  go
     460249.3        6.5(6.5)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460250.4        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460251.6        1.1(1.1)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460262.5       10.9             BSC_getdirentries64           5                200d8000         1000             204b1840          1597ee            2  go
     460271.7        9.2(9.2)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460273.0        1.3             BSC_getdirentries64           5                200d8000         1000             204b1840          1597ee            2  go
     460278.0        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460278.9        0.9             BSC_close                     5                200d8000         1000             204b1840          1597ee            2  go
     460281.4        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460284.8        3.3             BSC_open                      2024d740         1000000          0                204b1840          1597ee            2  go
     460291.7        6.9(6.9)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460292.9        1.2             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460294.1        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460296.0        1.9             BSC_getdirentries64           5                200d9000         1000             204b1840          1597ee            2  go
     460304.8        8.8(8.8)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460306.0        1.2             BSC_getdirentries64           5                200d9000         1000             204b1840          1597ee            2  go
     460310.9        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460311.7        0.8             BSC_close                     5                200d9000         1000             204b1840          1597ee            2  go
     460314.0        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460317.3        3.2             BSC_open                      2024d7a0         1000000          0                204b1840          1597ee            2  go
     460323.9        6.6(6.6)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460325.0        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460326.2        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460333.6        7.4             BSC_getdirentries64           5                200da000         1000             204b1840          1597ee            2  go
     460342.5        8.9(8.9)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460343.8        1.3             BSC_getdirentries64           5                200da000         1000             204b1840          1597ee            2  go
     460348.7        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460349.6        0.9             BSC_close                     5                200da000         1000             204b1840          1597ee            2  go
     460352.1        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460355.6        3.5             BSC_open                      2024d800         1000000          0                204b1840          1597ee            2  go
     460362.6        7.0(7.0)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460363.8        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460365.0        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460366.9        1.8             BSC_getdirentries64           5                200db000         1000             204b1840          1597ee            2  go
     460375.5        8.7(8.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460376.8        1.2             BSC_getdirentries64           5                200db000         1000             204b1840          1597ee            2  go
     460381.7        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460382.5        0.9             BSC_close                     5                200db000         1000             204b1840          1597ee            2  go
     460384.9        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460388.1        3.3             BSC_open                      2024d860         1000000          0                204b1840          1597ee            2  go
     460394.3        6.2(6.2)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460395.4        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460396.5        1.1(1.1)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460415.4       18.9             BSC_getdirentries64           5                201e0000         1000             204b1840          1597ee            2  go
     460425.2        9.7(9.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460426.5        1.3             BSC_getdirentries64           5                201e0000         1000             204b1840          1597ee            2  go
     460431.5        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460432.3        0.9             BSC_close                     5                201e0000         1000             204b1840          1597ee            2  go
     460434.9        2.6(2.6)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460438.5        3.5             BSC_open                      2024d8c0         1000000          0                204b1840          1597ee            2  go
     460445.6        7.1(7.1)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460446.8        1.2             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460448.0        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460449.9        1.9             BSC_getdirentries64           5                201e1000         1000             204b1840          1597ee            2  go
     460458.8        8.9(8.9)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460460.0        1.2             BSC_getdirentries64           5                201e1000         1000             204b1840          1597ee            2  go
     460464.9        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460465.7        0.8             BSC_close                     5                201e1000         1000             204b1840          1597ee            2  go
     460468.0        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460471.1        3.1             BSC_open                      2024d920         1000000          0                204b1840          1597ee            2  go


Number of microsecs since in last page    241.3
   AbsTime(Us)      Delta            debugid                       arg1             arg2             arg3             arg4              thread         cpu#  command

     460477.5        6.4(6.4)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460478.6        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460479.8        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460487.5        7.7             BSC_getdirentries64           5                201e2000         1000             204b1840          1597ee            2  go
     460496.8        9.3(9.3)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460498.1        1.3             BSC_getdirentries64           5                201e2000         1000             204b1840          1597ee            2  go
     460502.9        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460503.8        0.8             BSC_close                     5                201e2000         1000             204b1840          1597ee            2  go
     460506.3        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460509.6        3.4             BSC_open                      2024d980         1000000          0                204b1840          1597ee            2  go
     460516.6        7.0(7.0)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460517.7        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460519.0        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460520.8        1.9             BSC_getdirentries64           5                201e3000         1000             204b1840          1597ee            2  go
     460529.5        8.7(8.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460530.7        1.2             BSC_getdirentries64           5                201e3000         1000             204b1840          1597ee            2  go
     460535.7        4.9(4.9)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460536.5        0.8             BSC_close                     5                201e3000         1000             204b1840          1597ee            2  go
     460538.8        2.3(2.3)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460542.0        3.2             BSC_open                      2024d9e0         1000000          0                204b1840          1597ee            2  go
     460548.4        6.4(6.4)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460549.5        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460550.7        1.2(1.2)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460560.3        9.5             BSC_getdirentries64           5                203fe000         1000             204b1840          1597ee            2  go
     460569.8        9.5(9.5)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460571.0        1.2             BSC_getdirentries64           5                203fe000         1000             204b1840          1597ee            2  go
     460575.9        5.0(5.0)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460576.8        0.9             BSC_close                     5                203fe000         1000             204b1840          1597ee            2  go
     460579.3        2.5(2.5)        BSC_close                     0                0                0                3f42              1597ee            2  go
     460582.6        3.3             BSC_open                      2024da40         1000000          0                204b1840          1597ee            2  go
     460589.4        6.8(6.8)        BSC_open                      0                5                0                3f42              1597ee            2  go
     460590.5        1.1             BSC_kevent                    4                204b1740         2                0                 1597ee            2  go
     460591.8        1.3(1.3)        BSC_kevent                    16               0                0                3f42              1597ee            2  go
     460593.7        1.9             BSC_getdirentries64           5                203ff000         1000             204b1840          1597ee            2  go
     460602.4        8.7(8.7)        BSC_getdirentries64           0                30               0                3f42              1597ee            2  go
     460603.6        1.2             BSC_getdirentries64           5                203ff000         1000             204b1840          1597ee            2  go
     460608.1        4.5(4.5)        BSC_getdirentries64           0                0                0                3f42              1597ee            2  go
     460609.0        0.9             BSC_close                     5                203ff000         1000             204b1840          1597ee            2  go
